node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:1bd9b293ea11f8a2,Requirement,Structural Integrity,structural integrity,True,47.gbca-a-practical-guide-to-circular-procurement::c84::7136d342bd02f36b,47.gbca-a-practical-guide-to-circular-procurement.pdf,31.0,"Use construction methods that ensure structural integrity, durability and weather-resistance",1,Structural Integrity
ent:eadf84179ef9cc4c,Requirement,Supporting Re-use Business Models,supporting re-use business models,True,70.The_Reuse_Playbook_-_Circular_Buildings_design::c33::5e23e505005d70b8,70.The Reuse Playbook - Circular Buildings design.pdf,26.0,"avoidance of unnecessary treatments and finishes, supporting re-use business models, simplicity, standardisation and safety of disassembly",1,Supporting Re-use Business Models
ent:709f357a94b3d560,Requirement,Sustainability Principles,sustainability principles,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"Australian Government agencies will have to consider a range of sustainability principles focused on climate, environment and circularity",1,Sustainability Principles
ent:9b64cc69cdbbbd4a,Requirement,Sustainability Targets,sustainability targets,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"with increasing waste levy costs and sustainability targets, similar Al might guide",1,Sustainability Targets
ent:1155f162466e07e1,Requirement,System accessibility for end-of-life removal,system accessibility for end-of-life removal,True,47.gbca-a-practical-guide-to-circular-procurement::c67::e2ebc18693a4d885,47.gbca-a-practical-guide-to-circular-procurement.pdf,25.0,"Ensure system accessibility for easy removal of wiring, plumbing, and components at end-of-life or during maintenance.",1,System accessibility for end-of-life removal
ent:cc804fdc63987d5a,Requirement,Temporary Works Requirements,temporary works requirements,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c175::7cae4a2233c0eef0,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,39.0,outline key temporary works requirements and explain the form of material passporting used,1,Temporary Works Requirements
ent:a26227e0569ba111,Requirement,Treatment Hierarchy,treatment hierarchy,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c68::48dcb040fae6bd1f,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",31.0,the Waste Avoidance policy aims to reduce the amount of waste disposed of in the landfill using the treatment hierarchy,1,Treatment Hierarchy
ent:f484adb60c611cc6,Requirement,Urban development projects,urban development projects,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c39::5148d8c1c76cc26b,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,14.0,integration of circular economy principles in urban development projects,1,Urban development projects
ent:40922cf73a7ff631,Requirement,urban planning requirements for multi-unit dwellings,urban planning requirements for multi-unit dwellings,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c21::446785c9d3de410e,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,7.0,The plan also targets urban planning requirements for multi-unit dwellings to manage household waste.,2,urban planning requirements for multi-unit dwellings
ent:694845b4770fc9df,Requirement,Value Threshold for Procurement,value threshold for procurement,False,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,purchases in the specified categories that are above a particular value threshold,1,Value Threshold for Procurement
ent:2580e07a55f126e5,Requirement,Virgin Material Tax,virgin material tax,False,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c125::772b79d2dffb1fe2,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,39.0,influencing the relative prices of virgin and secondary materials by adding a tax to the virgin material,1,Virgin Material Tax
ent:ba79c135dff9b7c3,Requirement,Waste Disposal,waste disposal,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c126::9085ccbba1efc488,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"Australian governments have been managing waste for public safety and amenity reasons for a long time, initially focusing on disposal.",3,Waste Disposal
ent:011eee3bcfea1ca2,Requirement,Waste Enforcement,waste enforcement,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c191::c67f679fa16b77e9,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"product standards, product certification, waste enforcement and materials specifications are aligned",1,Waste Enforcement
ent:ed7a3a3c1fd07114,Requirement,Waste Handling Licences,waste handling licences,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c36::ad87563985e55afe,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,inhibit certain players from handling materials due to policy and regulations e.g. waste handling licences,1,Waste Handling Licences
ent:593a658aedeeca99,Requirement,Waste levy costs,waste levy costs,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"with increasing waste levy costs and sustainability targets, similar Al might guide",1,Waste levy costs
ent:ff4061bcf09c9c7f,Requirement,Waste Management Plan,waste management plan,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c68::48dcb040fae6bd1f,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",31.0,"following the guidelines of the Construction Development Plans, a waste management plan is required",1,Waste Management Plan
ent:36bf88f3c4d7251e,Requirement,Waste Minimisation,waste minimisation,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,"This would detail how the project will minimise waste (accurate ordering, modular sizing to reduce offcuts)",5,Waste Minimisation
ent:248a0f18ea2819c2,Requirement,Waste Recycling Targets,waste recycling targets,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,We can anticipate stricter demands for environmental performance (e.g. waste recycling targets) and possibly carbon footprint considerations,2,Waste Recycling Targets
ent:d8acb2ae4d095615,Requirement,Weather-Resistance,weather-resistance,True,47.gbca-a-practical-guide-to-circular-procurement::c84::7136d342bd02f36b,47.gbca-a-practical-guide-to-circular-procurement.pdf,31.0,"Use construction methods that ensure structural integrity, durability and weather-resistance",1,Weather-Resistance
ent:69b6cd3fb2cb4f7f,Requirement,Whole Life Cycle Assessment (WLCA),whole life cycle assessment (wlca),True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c179::239773f8c9d0265b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,74.0,Whole Life Cycle Assessments submitted with planning for projects over 1000m2 (as is now law in Denmark),1,Whole Life Cycle Assessment (WLCA)
ent:cc6833f76da2da98,Requirement,Worker Safety,worker safety,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c36::ad87563985e55afe,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Material testing and mitigation strategies are needed to ensure worker safety and compliance with current regulations,1,Worker Safety
ent:459d8397c39b2256,Requirement,Zero waste pathway,zero waste pathway,True,42.feasibility-of-deconstruction::c123::93780f20e0fd1145,42.feasibility-of-deconstruction.pdf,,What the results of this research suggest for Landcom and our zero waste pathway is a need for,2,Zero Waste Pathway
ent:dbf4e1b4ad38658b,Stakeholder,Architects,architects,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"These playbooks will provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",12,Architects
ent:3097f78ae7a7137b,Stakeholder,Asset Managers,asset managers,True,47.gbca-a-practical-guide-to-circular-procurement::c60::0d8e09154502aa98,47.gbca-a-practical-guide-to-circular-procurement.pdf,22.0,Stakeholders • Investors • Asset Managers • Authorities • Demolition & recycling business,2,Asset Managers
ent:0ece5959bb5ac790,Stakeholder,Asset Owners,asset owners,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"These playbooks will provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",7,Asset Owners
ent:071506cd93f56433,Stakeholder,Australian Companies,australian companies,True,52.Circular-Economy-Markets-Australia-_ARUP::c229::393f8807295bb33b,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"national on material selection, design and end-of-use for Australian companies",2,Australian Companies
ent:fb9e15379bfe9c15,Stakeholder,Australian Construction Industry,australian construction industry,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c53::467fad61ca3d95a8,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,Australian construction and demolition waste management system in Australia: investigation of challenges and opportunities,1,Australian Construction Industry
ent:672668e773f035a9,Stakeholder,Australian Government Agencies,australian government agencies,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"Under this policy, Australian Government agencies will have to consider a range of sustainability principles",1,Australian Government Agencies
ent:fc7cf45b31d35564,Stakeholder,Australian Steel Sector,australian steel sector,True,52.Circular-Economy-Markets-Australia-_ARUP::c131::f5dac0a71da1e892,52.Circular-Economy-Markets-Australia- ARUP.pdf,,decrease the Australian steel sector's emissions and protect the environment offshore,1,Australian Steel Sector
ent:fa93d4def23e2f6b,Stakeholder,Australians,australians,True,52.Circular-Economy-Markets-Australia-_ARUP::c225::9e7c2f1023d591df,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"Provide Australians with the education, training, new skills and access to circular services needed to transition",4,Australians
ent:7219ce81e1c710c2,Stakeholder,Brique Recyc,brique recyc,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c35::aed92bb4152a77a5,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Technology companies such as Brique Recyc, who have developed a machine to cleaning the bricks",1,Brique Recyc
ent:4c7f5c4454573186,Stakeholder,Builders,builders,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Many builders, especially SMEs, are unaware of circular practices",11,Builders
ent:c8cd79d38bc1bd01,Stakeholder,Building Occupants,building occupants,True,47.gbca-a-practical-guide-to-circular-procurement::c142::838f14d2fcc1e6bb,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Educate building occupants | Provide information for building users regarding material use and maintenance,2,Building Occupants
ent:c7002ccb6236c844,Stakeholder,Building Owners,building owners,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c37::a5ccbb4af7557523,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"This approach requires early engagement from the building owner, subject matter experts like material specialists and manufacturers to contractors and second owners",3,Building Owners
ent:c54fed070b8ff352,Stakeholder,Building-Industry Stakeholders,building-industry stakeholders,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c16::41a2d52e5ed89616,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,local building-industry actors seeking to reuse materials are not penalised by markets,6,Building-Industry Stakeholders
ent:46599d3d0783f137,Stakeholder,Built,built,True,47.gbca-a-practical-guide-to-circular-procurement::c68::ce5612aee6d8a734,47.gbca-a-practical-guide-to-circular-procurement.pdf,,"A guide was developed by Built and Coreo, to assist building projects of all sizes to write a disassembly plan",1,Built
ent:601056002e50600d,Stakeholder,Businesses,businesses,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,Businesses that proactively train and include their long-standing employees in the digital journey,8,Businesses
ent:abc6242d09fcbceb,Stakeholder,Certifiers,certifiers,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c49::a0147287051385ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,which can make engineers and certifiers hesitant,1,Certifiers
ent:1931dc8c38458af6,Stakeholder,Charitable and Social Enterprises,charitable and social enterprises,True,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,Dumping of goods at charity storefronts costs charities about $13 million per year,3,Charitable and Social Enterprises
ent:68478c033e0d4c67,Stakeholder,CIOB,ciob,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,The CIOB partnered with the Construction IT Alliance (CITA) to run a circular economy series,1,CIOB
ent:ff3fda58f1a0f857,Stakeholder,Circular Economy Task Force,circular economy task force,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c236::d75c4681996e1824,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Resource Resilient UK: A Report from the Circular Economy Task Force,1,Circular Economy Task Force
ent:c3e74ca57e320934,Stakeholder,Cleveland Steel,cleveland steel,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Case Study 5: Cleveland steel Cleveland Steel provides on-site storage, eliminating the need for customers to store materials",2,Cleveland Steel
ent:cd58309b1bb12e75,Stakeholder,Clients,clients,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"Clients and regulators are paying attention: they expect demolition contractors to be as competent in project management, safety, and innovation",23,Clients
ent:8f11ee3827b7898d,Stakeholder,Commercial Demolition Sector,commercial demolition sector,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,"These materials, such as metals and masonry, are mostly generated from the commercial demolition sector and civil activities",1,Commercial Demolition Sector
ent:19f7ef4697dba4a3,Stakeholder,Community,community,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,promote public awareness. public procurement. Foster innovation & community business.,4,Community
ent:9fd2c44aa3bd7bc1,Stakeholder,Construction Firms,construction firms,True,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,"The Victorian built environment services sector, including architecture, engineering, and construction firms",2,Construction Firms
ent:b4de78d4706c3704,Stakeholder,Construction IT Alliance,construction it alliance,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,The CIOB partnered with the Construction IT Alliance (CITA) to run a circular economy series,1,Construction IT Alliance
ent:f93e140af81e5b4a,Stakeholder,Construction Managers,construction managers,False,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c52::d5dbe0bc18bbe5c0,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,31.0,"those directly involved in construction activities. These include (Figure 7) construction managers, site supervisors, sub-contractors, labourers",1,Construction Managers
ent:e95f402ed04b0e0d,Stakeholder,Construction Workforce,construction workforce,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c113::713fdf96f077f9e4,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Attitudes and perceptions of construction workforce on construction waste in Sri Lanka,1,Construction Workforce
ent:d4862e4e539b450b,Stakeholder,Consultants,consultants,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"New industry: Circular design consultants, deconstruction contractors, and reuse certification",3,Consultants
ent:4a746ef9899522e3,Stakeholder,Consumers,consumers,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c126::9085ccbba1efc488,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"enable consumers, companies and public institutions to make decisions that increase circularity",3,Consumers
ent:e227499b8c472390,Stakeholder,Contractors,contractors,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"they expect demolition contractors to be as competent in project management, safety, and innovation as any other construction professionals",26,Contractors
ent:3a7355c002eec2ea,Stakeholder,Coreo,coreo,True,47.gbca-a-practical-guide-to-circular-procurement::c68::ce5612aee6d8a734,47.gbca-a-practical-guide-to-circular-procurement.pdf,,"A guide was developed by Built and Coreo, to assist building projects of all sizes to write a disassembly plan",1,Coreo
ent:2434e8b4f8e4c79d,Stakeholder,Cost Consultant,cost consultant,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Cost Consultant Asset insurer,2,Cost Consultant
ent:6a953fcdf8dba610,Stakeholder,Deconstruction Contractor,deconstruction contractor,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"new services: design consultancies specialising in circular architecture, deconstruction contractors (instead of demolition only), and certification services for reused components",6,Deconstruction Contractor
ent:854f088ce6a50797,Stakeholder,Demolition Contractor,demolition contractor,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c5::f1d0f2f493821b19,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,This push for recycling has created a market for demolition contractors to salvage materials,10,Demolition Contractor
ent:314639a8e9121b48,Stakeholder,Demolition Industry,demolition industry,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"the demolition sector is gradually rebranding - from a gritty trade to a professional, technology-enabled discipline integral to the construction lifecycle",6,Demolition Industry; Demolition sector
ent:85fa55c29a7772bb,Stakeholder,Design and Build Manager,design and build manager,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c118::b4331010ccab2ce0,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,that certainly helps reduce any waste as well. (design and build manager),2,Design and Build Manager
ent:57541cb85ffd40c2,Stakeholder,Design Team,design team,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c186::231c91311faea502,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,77.0,Development design teams should receive specialist demolition advices as early as possible to inform potential for circular economy opportunities,10,Design Team
ent:2641a146911ad4e3,Stakeholder,Designers,designers,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c150::010246e2fb28c993,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"Collaborate with architects, designers, and developers to encourage the design of products and buildings",13,Designers
ent:8d2765a1fb21fa45,Stakeholder,Designers and Engineers,designers and engineers,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c102::9527733292a41f72,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Adopting similar requirements nationally will drive designers and engineers to consider end-of-life reuse and recovery from the start.,1,Designers and Engineers
ent:1c809a482153d032,Stakeholder,Developers,developers,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c131::b65f07512ad1b68c,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,48.0,it was difficult for developers and builders to justify the costs of disassembly,10,Developers
ent:27eded7543185c27,Stakeholder,Development Projects,development projects,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c192::fb34d80ba2c2d00e,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,80.0,All development projects should have to demonstrate that they include circular economy practices as a minimum,2,Development Projects
ent:ac9430f8b2a6d94f,Stakeholder,Distributors,distributors,True,88.Building_a_more_circular_Australia::c17::52909188fbaa22cb,88.Building a more circular Australia.pdf,,"The circular economy concept involves various stakeholders including but not limited to manufacturers, distributors, consumers, and governments",1,Distributors
ent:7b6be410c97b7e3f,Stakeholder,Dutch Logistics Industries,dutch logistics industries,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,Towards a Circular Economy: The Role of Dutch Logistics Industries and Governments. Sustainability 2016,1,Dutch Logistics Industries
ent:34157643dd457c9e,Stakeholder,Eco-organizations,eco-organizations,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c231::4ceac9842017daef,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,52.0,Stakeholders must affiliate with eco-organizations and pay an eco-contribution on construction products,2,Eco-organizations
ent:680bb6f755e24028,Stakeholder,Ellen Macarthur Foundation,ellen macarthur foundation,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,Ellen MacArthur Foundation. What Is a Circular Economy? Available online: https://ellenmacarthurfoundation.org/topics/circular‑economy‑introduction/overview,3,Ellen MacArthur Foundation; Ellen Macarthur Foundation
ent:cadcfdcc286ebf0b,Stakeholder,End of Service Stakeholders,end of service stakeholders,False,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,"Deconstruction/End of Service Stakeholders – Request detailed information from designers and/or asset managers on products, materials, and building design.",2,Deconstruction/End of Service Stakeholders; End of Service Stakeholders
ent:4dec6b05754210d7,Stakeholder,End-Users,end-users,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c101::2c3cd19070c04007,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"build the confidence of end-users, designers, architects and clients in these products",1,End-Users
ent:779a33e4f68597ef,Stakeholder,Engineers,engineers,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c49::a0147287051385ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,which can make engineers and certifiers hesitant,5,Engineers
ent:c05f911302f7d35b,Stakeholder,Engineers Ireland,engineers ireland,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,"members of various stakeholders, e.g., RIAI, Engineers Ireland, Irish Planning Institute etc.",2,Engineers Ireland
ent:bf3c4c1cabbd5b04,Stakeholder,Eurocoustic,eurocoustic,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c53::d75fc035cabaef73,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,14.0,Various take-back services and business models for the reuse of partitions and ceilings in office buildings are currently being tested by SG Clipper Cormaine and Eurocoustic in Paris,1,Eurocoustic
ent:b57d2d547e8c520a,Stakeholder,European Metals Recycling,european metals recycling,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c50::1038f458657dfeec,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,13.0,"Members are transported to, EMR (European Metals Recycling)) in Erith for documenting and testing.",1,European Metals Recycling
ent:38e6cbf747ded555,Stakeholder,External Auditors,external auditors,False,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c11::e6b10872c8ec0cdc,40.CIOB Response to DECC Circular Economy Consultation.pdf,4.0,waste audits conducted by external auditors ahead of demolition could further support the mitigation of Construction & Development Waste,1,External Auditors
ent:c3e0055bf55e3d73,Stakeholder,External Stakeholders,external stakeholders,True,47.gbca-a-practical-guide-to-circular-procurement::c141::7d3a19dad0a4fee0,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Communicate this plan with the project team and external stakeholders as necessary.,1,External Stakeholders
ent:81bc0ff11622d401,Stakeholder,Facility Managers,facility managers,True,70.The_Reuse_Playbook_-_Circular_Buildings_design::c37::e708cd894362678a,70.The Reuse Playbook - Circular Buildings design.pdf,29.0,Providing asset owners and facility managers with a thorough manual on how the disassembly process is effectively carried-out,3,Facilities Management Team; Facility Managers
ent:dc5fe3020825a6b8,Stakeholder,First Nations Practices,first nations practices,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,advancing regeneration and restorative practices reflecting First Nations expertise,1,First Nations Practices
ent:a4f678ed25158897,Stakeholder,Heyne Tillet Steel,heyne tillet steel,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"The matching of stock and requirements can be facilitated through digital tools, such as Heyne Tillet Steel's HTS Stockmatcher.",1,Heyne Tillet Steel
ent:d62ffd347889748c,Stakeholder,Housing Industry,housing industry,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c236::a8558335bcd83af4,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,The challenge for the housing sector is to develop strategies to decarbonise,4,Housing Industry; Residential Housing Sector
ent:18ac241e8c746859,Stakeholder,IGBC,igbc,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c179::239773f8c9d0265b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,74.0,"IGBC/ UCD through Viable Homes and Re-Cugi are currently looking at connection between carbon, density and typology",1,IGBC
ent:6482ab90ee960b19,Stakeholder,Industry and Standards Bodies,industry and standards bodies,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Each playbook will be developed in consultation with industry and standards bodies,2,Industry and Standards Bodies
ent:25a4c8dd73c3143f,Stakeholder,Industry Stakeholders,industry stakeholders,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c22::f5c0011e96a31592,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,significantly increase the use of recycled content by governments and industry,3,Industry Stakeholders
ent:3f70689916ce1a8a,Stakeholder,Industry Value Chain,industry value chain,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c99::01db80ad19025a80,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,47.0,efforts along the value chain to promote: a. the reuse or recycling of resources,1,Industry Value Chain
ent:36375e6a46127e92,Stakeholder,Insurance Industry,insurance industry,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c160::5579b3b668b91e90,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,The insurance industry supports the use of construction by-products and innovative solutions,1,Insurance Industry
ent:0d8fdb78bf9143c4,Stakeholder,Internal Stakeholders,internal stakeholders,True,75.Case-Study-1-1-ATCO-SL::c104::0273753976830c6d,75.Case-Study-1-1-ATCO-SL.pdf,44.0,they can influence their internal stakeholders to advance the circularity of their products,1,Internal Stakeholders
