edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char,country
rel:bd4da25f2279e197,ent:d0c4f8f146773703,PRODUCES,ent:0409c12966b5429b,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,Material Suppliers offering secondary products (e.g. Reused steel).,,,AU
rel:c7fb83a3936e9498,ent:0409c12966b5429b,INVOLVES,ent:3e23e57b4994740f,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,Material Suppliers offering secondary products (e.g. Reused steel).,,,AU
rel:cf485f70e9151628,ent:929ba31b93721e7d,ENABLES,ent:428c7ed4b4755317,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"The matching of stock and requirements can be facilitated through digital tools, such as Heyne Tillet Steel's HTS Stockmatcher.",,,AU
rel:bb0a338f67cf7670,ent:a4f678ed25158897,INVOLVES,ent:428c7ed4b4755317,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"The matching of stock and requirements can be facilitated through digital tools, such as Heyne Tillet Steel's HTS Stockmatcher.",,,AU
rel:c337f00ef7f7cb5d,ent:428c7ed4b4755317,INVOLVES,ent:d0c4f8f146773703,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"The matching of stock and requirements can be facilitated through digital tools, such as Heyne Tillet Steel's HTS Stockmatcher.",,,AU
rel:27a41e0f5625ac95,ent:2932486873e356d6,INVOLVES,ent:b9ba89cbb4fb8798,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"For example, some platforms such as 'Restado' indicate the material quality, as well as highlight any assurances/insurance that may be included.",,,AU
rel:81a725bc752cde07,ent:b9ba89cbb4fb8798,APPLIES_TO,ent:865a0203c5ba8e37,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"For example, some platforms such as 'Restado' indicate the material quality, as well as highlight any assurances/insurance that may be included.",,,AU
rel:24c06e3fc814c42c,ent:0745be5e347ecafd,INVOLVES,ent:865a0203c5ba8e37,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,perceived risk of secondary materials in the procurement process.,0.0,65.0,AU
rel:a7ef67cfa980e175,ent:2932486873e356d6,ENABLES,ent:0745be5e347ecafd,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"perceived risk of secondary materials in the procurement process. For example, some platforms such as 'Restado' indicate the material quality",,,AU
rel:f76ecc5f733c7493,ent:929ba31b93721e7d,ENABLES,ent:d0c4f8f146773703,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c128::4964c137b1005984,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"The matching of stock and requirements can be facilitated through digital tools, such as Heyne Tillet Steel's HTS Stockmatcher.",,,AU
rel:e22f7988e73de54b,ent:024e2115ec83671c,ISSUED_BY,ent:12b4e1fb4a3562a5,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,"UK Green Building Council. Trends in Solutions 2024: Reuse. UK Green Building Council, 2024.",,,AU
rel:f257b3524b7e7315,ent:3490790be2a37138,ISSUED_BY,ent:12b4e1fb4a3562a5,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,"UK Green Building Council. Trends in Solutions 2024: Material. UK Green Building Council, 2024.",,,AU
rel:5b3f9736d2fbe377,ent:15e4e5c63b52d92c,ISSUED_BY,ent:12b4e1fb4a3562a5,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,"UK Green Building Council. Circular Economy Innovation Insights. UK Green Building Council, 2020.",,,AU
rel:04227465dad600e1,ent:7f48f533ca19400e,ISSUED_BY,ent:5510b7b622ba9022,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,"Lifecycle Building Center. Design for Deconstruction. Lifecycle Building Center, 2020.",,,AU
rel:682505c31a586339,ent:e1281f096c72dc28,AFFECTS,ent:2773199bbaf77075,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,the supply of reclaimed structural elements and buildings services equipment is less than what is needed for a single major project,,,AU
rel:dc08d688fe64827f,ent:17c7442bf34a2796,AFFECTS,ent:e227499b8c472390,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,Contractors and owners are often unwilling to take on the risk of reusing products without clear warranties.,,,AU
rel:47fe721aead56a71,ent:17c7442bf34a2796,AFFECTS,ent:0ece5959bb5ac790,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,keep,1.0,Contractors and owners are often unwilling to take on the risk of reusing products without clear warranties.,,,AU
rel:85599f8d7282feea,ent:78d782d90c427948,INVOLVES,ent:57541cb85ffd40c2,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Design team (contractor, manufacturer)",,,AU
rel:3342ed5617cfa2c1,ent:78d782d90c427948,INVOLVES,ent:e227499b8c472390,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Design team (contractor, manufacturer)",,,AU
rel:6d88bb9372494576,ent:78d782d90c427948,INVOLVES,ent:1414524899c0a4dc,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Design team (contractor, manufacturer)",,,AU
rel:6084bb78deeca38d,ent:78d782d90c427948,PRODUCES,ent:bb135f47fdce020b,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Design documents (e.g. drawings)detailing items to be retained in place, deconstructed to be stored for reuse on site",,,AU
rel:27997185f5c23135,ent:78d782d90c427948,PRODUCES,ent:e3d99bd5c1ddecee,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Specification detailing any tests required to confirm building elements can be reused as expected,,,AU
rel:4bda0d57b50d3a40,ent:78d782d90c427948,APPLIES_TO,ent:07a339b46c488e9b,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Understanding of existing building elements, and design requirements of project",,,AU
rel:83beb46be70450b5,ent:bb135f47fdce020b,INVOLVES,ent:e227499b8c472390,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Design documents (e.g. drawings)detailing items to be retained in place, deconstructed to be stored for reuse on site",,,AU
rel:08cb96dac7d1eb60,ent:bb135f47fdce020b,INVOLVES,ent:2434e8b4f8e4c79d,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Cost Consultant Asset insurer,,,AU
rel:a981ae3b0690bf09,ent:7f48f533ca19400e,INVOLVES,ent:cd58309b1bb12e75,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Client (Sustainability Consultant),,,AU
rel:687f84caef42089f,ent:7f48f533ca19400e,INVOLVES,ent:dad688889b8bd536,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Client (Sustainability Consultant),,,AU
rel:62d36738a6179786,ent:7f48f533ca19400e,PRODUCES,ent:3690c9837d233367,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Sustainability report, referencing multi-discipline deconstruction plan",,,AU
rel:2116985018a5b1a1,ent:3690c9837d233367,REFERENCES,ent:60b8d982d8c05717,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Sustainability report, referencing multi-discipline deconstruction plan",,,AU
rel:21e220c328704344,ent:3690c9837d233367,INVOLVES,ent:57541cb85ffd40c2,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c204::fe00e1573460df4f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Sustainability report, referencing multi-discipline deconstruction plan",,,AU
rel:484b2dd24835ad42,ent:5cd53dea06171531,PRODUCES,ent:16021c4b356e650d,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,new business models focused on reuse offer significant opportunities for innovation and job creation local to the construction site,,,AU
rel:4ba4af0c9c6f3c2b,ent:5cd53dea06171531,AFFECTS,ent:9d26e9bec797e589,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,job creation local to the construction site,,,AU
rel:14f94afbfe2bb816,ent:5cd53dea06171531,INVOLVES,ent:74580361eacc5dbf,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,even when using reclaimed materials,77.0,112.0,AU
rel:bd7ba2afeb88e4cc,ent:5cd53dea06171531,INVOLVES,ent:56c1aa47304cbb88,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Refer to the Discussion point below for more context on utilisation and reclaimed steel,,,AU
rel:c0098d91baf4131b,ent:c98a5155fb857ede,PRODUCES,ent:16021c4b356e650d,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,new business models focused on reuse offer significant opportunities for innovation and job creation,,,AU
rel:be4b3adfcfbbaa16,ent:5e08cc37619e468a,BARRIERS,ent:5cd53dea06171531,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,lack of labour skilled in material reuse may act as a barrier,,,AU
rel:6e51a05cef336fa0,ent:5fb16e1c33dada7b,INVOLVES,ent:58ecc79812b5ebaf,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"While circular construction is in its infancy, there is a benefit to the industry demonstrating demand",,,AU
rel:ac3a076353881bc6,ent:f37f7050a7335ae1,INVOLVES,ent:cd58309b1bb12e75,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Carry out a sustainability workshop with the client and design team,1044.0,1111.0,AU
rel:20437f022616bcec,ent:f37f7050a7335ae1,INVOLVES,ent:57541cb85ffd40c2,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Carry out a sustainability workshop with the client and design team,1044.0,1111.0,AU
rel:d34b6ea17b894424,ent:5cd53dea06171531,AFFECTS,ent:2e3aab8b12e9f927,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"reuse also minimises water use, pollution, biodiversity impacts, land use and impacts on communities",,,AU
rel:5efc0daad0cccf4c,ent:6a953fcdf8dba610,PRODUCES,ent:ba7ead5c35c7bc9a,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,Material costs will include costs of preparation for reuse and the deconstruction contractor cover costs by reselling materials to stockholders.,,,AU
rel:d8f50841ca196afd,ent:6a953fcdf8dba610,INVOLVES,ent:e1ae4a144bec5822,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,the deconstruction contractor cover costs by reselling materials to stockholders.,,,AU
rel:6bec63a52a71108b,ent:b19a67f6f36c6abd,INVOLVES,ent:8727bae3c28a57de,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"Reuse markets for used bricks, roof tiles, and stone and wood panels are well-established",345.0,434.0,AU
rel:e675ac976fd3eeaf,ent:b19a67f6f36c6abd,INVOLVES,ent:1460b054726f741b,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"Reuse markets for used bricks, roof tiles, and stone and wood panels are well-established",345.0,434.0,AU
rel:0b676fd302258a9a,ent:b19a67f6f36c6abd,INVOLVES,ent:669ade153a6730a7,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"Reuse markets for used bricks, roof tiles, and stone and wood panels are well-established",345.0,434.0,AU
rel:f7113ccaa61c760e,ent:b19a67f6f36c6abd,INVOLVES,ent:fa1c3f8f8f1a23e5,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"markets for windows, doors, staircase banisters, balconies, and alike.",447.0,517.0,AU
rel:fc39f4e7657a7d4f,ent:b19a67f6f36c6abd,INVOLVES,ent:620a91f45da23da6,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"markets for windows, doors, staircase banisters, balconies, and alike.",447.0,517.0,AU
rel:99629ee818aa4bd8,ent:b19a67f6f36c6abd,INVOLVES,ent:0859bab986d6cfd3,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"markets for windows, doors, staircase banisters, balconies, and alike.",447.0,517.0,AU
rel:3622460adee18658,ent:b19a67f6f36c6abd,INVOLVES,ent:c3cb683a5b4b6457,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"markets for windows, doors, staircase banisters, balconies, and alike.",447.0,517.0,AU
rel:5899476fbf2c191c,ent:c3e74ca57e320934,INVOLVES,ent:d712b5cd06a34031,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"Cleveland Steel provides on-site storage, eliminating the need for customers to store materials",548.0,643.0,AU
rel:b02a2b06971798e4,ent:c3e74ca57e320934,INVOLVES,ent:3e23e57b4994740f,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,Safe and timely transportation of steel is ensured by their global delivery network.,690.0,774.0,AU
rel:772172a651e77b00,ent:d4df32846c366165,INVOLVES,ent:3e23e57b4994740f,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c105::873e58e7daae3ad4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,maybe,0.6,"Testing is conducted by UKAS-approved independent laboratories, with third-party inspection and validation available upon request.",,,AU
rel:d095e7a63d86f124,ent:ff02d56d7206671c,REQUIRES,ent:ce4b933a6f2f0088,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Deconstruction investigations e.g. understand access points and attachment points | As-built drawings,,,AU
rel:fd2597681dd25eb9,ent:ff02d56d7206671c,REQUIRES,ent:7a75be4836b9c989,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Understanding of loading bays and access prior to soft strip,,,AU
rel:f02bc9dfb433ef98,ent:d3b6e01e12ab976e,PRODUCES,ent:60b8d982d8c05717,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Principal contractor (FM team) | Will form part of Deconstruction Methodology document,,,AU
rel:6eba9b44577d1206,ent:60b8d982d8c05717,INVOLVES,ent:1c809a482153d032,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Developer / sustainability consultant,254.0,291.0,AU
rel:176c4a02ce34d6b2,ent:60b8d982d8c05717,INVOLVES,ent:dad688889b8bd536,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Developer / sustainability consultant,254.0,291.0,AU
rel:19f61c9862624370,ent:60b8d982d8c05717,REQUIRES,ent:8a00ab2ad3456bf9,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Full deconstruction methodology with cost, carbon, benefit analysis",,,AU
rel:cb5ad8ebcbe5c071,ent:4252199c11dc8cfd,INVOLVES,ent:674225ac8bed0ebf,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Material/ component specific criteria (Liaise with Material specialist including manufacturers),,,AU
rel:f34afbc355e66e15,ent:4252199c11dc8cfd,INVOLVES,ent:1414524899c0a4dc,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Liaise with Material specialist including manufacturers,,,AU
rel:8af1488a285f7eaa,ent:d3b6e01e12ab976e,PRODUCES,ent:4252199c11dc8cfd,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Principal contractor | Deconstruction Methodology document,460.0,518.0,AU
rel:9296a26803b79b5b,ent:7499bba185b4dbbf,INVOLVES,ent:4252199c11dc8cfd,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Developer/ tenants | Increased quantity of material meeting acceptance criteria,,,AU
rel:c53bdd9ac6828119,ent:d3b6e01e12ab976e,INVOLVES,ent:6dd9a942597644ce,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Principal contractor / receiving stakeholder,783.0,827.0,AU
rel:af32033f9499c840,ent:0f5135ddd60eacec,REQUIRES,ent:4252199c11dc8cfd,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Update pre-demolition audit and confirm acceptance criteria and condition,,,AU
rel:0fa31fd5b1a92f2f,ent:d3b6e01e12ab976e,PRODUCES,ent:0f5135ddd60eacec,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Principal contractor | Pre-demolition audit,940.0,983.0,AU
rel:60ada10f8847ded0,ent:0f5135ddd60eacec,INVOLVES,ent:6dd9a942597644ce,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Pre-demolition audit | Stakeholder receiving material/ component,963.0,1027.0,AU
rel:8cd2643124cef6b9,ent:0975664308a085ac,REQUIRES,ent:7a75be4836b9c989,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c59::6b322fcc5d97e497,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Understanding of loading bays and access prior to soft strip,,,AU
rel:dd6665a555b33035,ent:7a75be4836b9c989,REQUIRES,ent:0975664308a085ac,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Understanding of loading bays and access prior to soft strip,,,AU
rel:d0f2e623f865575a,ent:4252199c11dc8cfd,INVOLVES,ent:d3b6e01e12ab976e,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Material/ component specific criteria (Liaise with Principal contractor Material specialist including manufacturers),,,AU
rel:1a0463f0c73a7d34,ent:4252199c11dc8cfd,INVOLVES,ent:674225ac8bed0ebf,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Material/ component specific criteria (Liaise with Principal contractor Material specialist including manufacturers),,,AU
rel:7477f0936d7b8806,ent:4252199c11dc8cfd,INVOLVES,ent:1414524899c0a4dc,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Material/ component specific criteria (Liaise with Principal contractor Material specialist including manufacturers),,,AU
rel:9a2c26f0154f4143,ent:d3b6e01e12ab976e,INVOLVES,ent:6dd9a942597644ce,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Methodologies to deconstruct and storage criteria Developer/ tenants Increased quantity of material meeting acceptance Principal contractor / receiving stakeholder,407.0,570.0,AU
rel:26e90715133ca9e6,ent:0f5135ddd60eacec,REQUIRES,ent:4252199c11dc8cfd,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Update pre-demolition audit and confirm acceptance criteria and condition,,,AU
rel:48581ff191111e8f,ent:0f5135ddd60eacec,INVOLVES,ent:d3b6e01e12ab976e,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Update pre-demolition audit and confirm acceptance criteria and condition,,,AU
rel:d79c249c5e713518,ent:0f5135ddd60eacec,INVOLVES,ent:6dd9a942597644ce,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Pre-demolition audit Stakeholder receiving material/ component,725.0,787.0,AU
rel:dc1e4e2f3f92f3f8,ent:5ab5549d646ebd2a,INVOLVES,ent:d3b6e01e12ab976e,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Principal contractor to provide full tender to include labour, programme and sequencing and cost uplift",,,AU
rel:30d1cf3c5710a26c,ent:5ab5549d646ebd2a,INVOLVES,ent:1c809a482153d032,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Decision to proceed Developer / sustainability consultant,926.0,983.0,AU
rel:eab72064900cc4b5,ent:5ab5549d646ebd2a,INVOLVES,ent:dad688889b8bd536,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,Decision to proceed Developer / sustainability consultant,926.0,983.0,AU
rel:1f51f77454a18425,ent:27783a492d1d0a37,REQUIRES,ent:0975664308a085ac,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Enabling works, soft strip / hard demolition Break out components for access",1071.0,1147.0,AU
rel:6874cc8cacaafb87,ent:27783a492d1d0a37,PRODUCES,ent:f8cd982804c0959f,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Enabling works, soft strip / hard demolition Break out components for access Principal contractor Site prepared for deconstruction",1071.0,1201.0,AU
rel:b9af535ceca14358,ent:d3b6e01e12ab976e,REQUIRES,ent:f8cd982804c0959f,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Enabling works, soft strip / hard demolition Break out components for access Principal contractor Site prepared for deconstruction",1071.0,1201.0,AU
rel:9678239f9e0acfb9,ent:0975664308a085ac,PRODUCES,ent:f8cd982804c0959f,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c56::5bf3edb0dec69255,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,keep,1.0,"Enabling works, soft strip / hard demolition Break out components for access Principal contractor Site prepared for deconstruction",1071.0,1201.0,AU
